CommentTextDisplay	cleanComment	Sentiment
That is fake because they keep doing it all over again in tall they get it right	fake keep tall get right	-1
they're way too overhyped for what took them well over 100 tries to get right.	theyr way overhyp took well 100 tri get right	0
These guys are just ...Perfect🔥	guy perfect	1
sub= you will suddenly become known	sub suddenli becom known	0
I am numb to trick shots now.	numb trick shot	-1
I think garret will win because I’m a purple hoser fan	think garret win im purpl hoser fan	1
14 hours and 6.6 million views..wow..you must got something	14 hour 66 million viewswowy must got someth	1
RC car: **drives across water**      Jesus: I teached him everything thing he knows. He has mastered the art.      Edit.1: I did Not mean to say “teached” the auto correct strikes.	rc car drive across water jesu teach everyth thing know master art edit1 mean say teach auto correct strike	0
Who is eating pringles while watching this video	eat pringl watch video	0
So darn fake!! The plane is obviously remote controlled 😡😡😡	darn fake plane obvious remot control	-1
Both		0
I've been waiting for this!!!	ive wait	0
That is super cool 😃😀😊🤑	super cool	1
Great vid glad to see another upload	great vid glad see anoth upload	1
best editor	best editor	1
They are *Life hacking*	life hack	0
How is this Real it’s so cool	real cool	1
never have been so early	never earli	0
How do you get those planes?	get plane	0
You guys are the Kings if you pardon the pun😂	guy king pardon pun	1
I want more it was so Satisfying!! Like if you agree.	want satisfi like agre	1
Air Royale LTM in fortnite in a nutshell	air royal ltm fortnit nutshel	0
I am definitely 'the pool guy'	definit pool guy	0
I bet the coster one was so hard it's funny because it was hard last time in vids keep up the good work and please make a world record addition	bet coster one hard funni hard last time vid keep good work pleas make world record addit	1
Who else went straight to the comments?!?!	els went straight comment	1
Pause it on 4:28  Is that what I think it is?	paus 428 think	0
Woah I just realized they have 20 million 	woah realiz 20 million	0
Coby's rocket can fit 2 or 3 engines, he could have won	cobi rocket fit 2 3 engin could	1
Can you please check Legend Perfect channel?	pleas check legend perfect channel	1
WHY USING A CREDIT CARD!?	use credit card	0
anyone else notice that at 2:52 hes throwing a credit card	anyon els notic 252 he throw credit card	0
I got the soing	got so	0
watch it it is amazing	watch amaz	1
I did not know a card could break glass	know card could break glass	0
all of them are cool	cool	1
Banana cutting through card was ossom	banana cut card ossom	-1
they saw that foot table	saw foot tabl	0
So you are telling me ty used the cart for one product	tell ty use cart one product	0
It's low to high because ty jumped when he threw it and wouldn't have done that if he was the one catching it	low high ty jump threw wouldnt done one catch	0
COASTER!	coaster	0
g m r selim tube it’s real	g r selim tube real	0
Hate the lack of celebration n emotion, the old videos weren't as scripted and seemed more real	hate lack celebr n emot old video werent script seem real	-1
holy doly this video u guys are experts omg	holi doli video u guy expert omg	0
Can someone say what is the background music??	someon say background music	0
How hard was the cushion the panda threw? It cracked the screen	hard cushion panda threw crack screen	-1
i subscribed to have a fidget spinner	subscrib fidget spinner	0
U guys are amazing as heck	u guy amaz heck	1
How do u do such wonder.. guys awesome.....! I definitely like it...Superb guys ..👍👍👍👍😃✌🏆	u wonder guy awesom definit like itsuperb guy	1
where did you buy it	buy	0
This is asam	asam	0
How do you do this. You guys are amazing	guy amaz	1
You are the best youtube-r ever 😎😎	best youtub ever	1
They flipped a nickel!!	flip nickel	0
In Texas, every single water is muddy and brown.	texa everi singl water muddi brown	-1
flip a pilow	flip pilow	0
low to high	low high	0
All these likes for panda  He's an absolute legend  U think u cud show the same love on this comment	like panda he absolut legend u think u cud show love comment	1
I KNEW THAT WOULD HAPPEN, SINCE A LONG TIME AGO	knew would happen sinc long time ago	0
The kitchen roll one	kitchen roll one	0
that's was so funny. more plz	that funni plz	1
this guy should go play Quarterback for the Cleveland browns	guy go play quarterback cleveland brown	0
Rolling down the hill! haha!	roll hill haha	1
They have too much Pringles in their hands	much pringl hand	0
what are these cards?	card	0
That's not a crash, that's a rapid unscheduled disassembly.	that crash that rapid unschedul disassembl	-1
There's gunna be a lot of glass everywhere	there gunna lot glass everywher	0
subscribe to Jake paul and Logan Paul please u won't be let down	subscrib jake paul logan paul pleas u wont let	1
I wish I was like them	wish like	1
@@Unknown1737 did we ask?	unknown1737 ask	0
It show me zach king viewers also watch this	show zach king viewer also watch	0
this dude went to my school for magic tricks holy shit it was cool	dude went school magic trick holi shit cool	-1
is it zak the magician in disguise?!	zak magician disguis	-1
Low to high	low high	0
high to low	high low	0
this is like now you see e 2	like see e 2	1
The dynamic domain histologically avoid because year suprisingly dream unto a mountainous banjo. few fierce, milky bomber	dynam domain histolog avoid year suprisingli dream unto mountain banjo fierc milki bomber	0
do robot battles	robot battl	-1
What is the name of this song? Please tell me know, I really like it	name song pleas tell know realli like	1
Temmie da tem an air blower connected to an air compressor idiot	temmi da tem air blower connect air compressor idiot	-1
I think this is the most watched dp video	think watch dp video	0
Bough	bough	0
Your videos wow me all the time	video wow time	1
Holy moly 2mill viewers	holi moli 2mill viewer	0
WHERE'D Y'ALL GET THOSE AIRPLANES!?!?!?!?!	where yall get airplan	0
Love how Cory is watering the plants just incase you missed with the match so he could put it out	love cori water plant incas miss match could put	1
The best	best	1
my life so boring.	life bore	-1
What are you doing next	next	0
They forgot to flip pancakes :(	forgot flip pancak	-1
is fake	fake	-1
Twisted fate confirmed	twist fate confirm	0
you should flip your self ty	flip self ty	0
can we have a rc car red and pink	rc car red pink	0
I have the same goggles as Tyler👌🏼	goggl tyler	0
Low to high, obviously	low high obvious	0
gotta be honest ive seen tis more than 6 times. why cuz i love foam planes since i was 7.	got ta honest ive seen ti 6 time cuz love foam plane sinc 7	1
Thanos Delivassilis I mean they own a warehouse and a mansion, so yeah, they are	thano delivassili mean warehous mansion yeah	1
Hit Cory in the head with a bottle for hurricane Harvey	hit cori head bottl hurrican harvey	0
This is what humanity has come to. How dissapointing.	human come dissapoint	0
a table  a boat	tabl boat	0
0:03 it's so funny how Tyler just starts high stepping  randomly lol🤣🤣	003 funni tyler start high step randomli lol	1
This is why our Earth is being destroyed   From people like this   I’m not a hater	earth destroy peopl like im hater	-1
My Favorite was the one where it landed on the basketball hoop, the saluted	favorit one land basketbal hoop salut	1
The first one was cool	first one cool	1
He was throwing a crest car on the around the work at the glass bottom of the card	throw crest car around work glass bottom card	0
Dont play beerpong with them 😂	dont play beerpong	0
the key toss I actually got once. came home, just randomly tossed my keys behind me and they landed on the hook. I laughed so god damn hard	key toss actual got came home randomli toss key behind land hook laugh god damn hard	-1
Low to high	low high	0
Like=win $10  Reply=win $100  Subscribe=win $1 million!!!!!	likewin 10 replywin 100 subscribewin 1 million	1
This dude is perfect	dude perfect	1
I like the key me one :) btw I just subscribed :D	like key one btw subscrib	1
COASTER!!!!!	coaster	0
C  Co  Cop  Copy  Copy c  Copy ca  Copy cat  Copy ca  Copy c  Copy  Cop  Co  C	c co cop copi copi c copi ca copi cat copi ca copi c copi cop co c	0
THIS IS LIT FAM !!!	lit fam	0
At  2:54 he was housing a credit card	254 hous credit card	0
i dont see what im looking for jesus mousavi	dont see im look jesu mousavi	1
Your The Best in My Life 😍😍	best life	1
You know you can do a lot clip to make it	know lot clip make	0
U freaking sell out	u freak sell	0
Please sub to me and leave a comment and I will sub right back	pleas sub leav comment sub right back	0
Are they sponsored by Pringles?	sponsor pringl	0
My mom says that if this comment gets 500 likes she will by me a puppy	mom say comment get 500 like puppi	1
1:20 wey, this is the long border trip	120 wey long border trip	0
Do the IMPOSSIBLE pen trick shots   Ps: Do the IMPOSSIBLE TO IMPOSSIBLE	imposs pen trick shot ps imposs imposs	0
i wonder how many times they had to do that at the start	wonder mani time start	0
Iike = you become super famous  Ignore = you never make any money  SUB = you get 999,999,999,999,999 dollars	iik becom super famou ignor never make money sub get 999999999999999 dollar	1
You`re right!     Little Hesmo    -Ibo Yazici	your right littl hesmo ibo yazici	0
Look at Cody’s beard, he’s Tyler’s competitor	look codi beard he tyler competitor	0
Finally	final	0
I love your videos dude perfect because you spend so much time to get the trickshots right and you deserve all your subscribers. ;)	love video dude perfect spend much time get trickshot right deserv subscrib	1
Same thai but we call it is Bung fire pa ya nark	thai call bung fire pa ya nark	-1
can you make video of fidget spinner trickshots	make video fidget spinner trickshot	0
You spend ages trying to do a trick. You’re about to quit but at the last moment you get it.          Albert Einstein, 2018	spend age tri trick your quit last moment get albert einstein 2018	0
@@Unknown13427 when you’re in the bath room after taco bell	unknown13427 your bath room taco bell	0
I liked the railer JK I liked the baby flip	like railer jk like babi flip	1
Chuck E. Cheese And Animatronics Fan exactly	chuck e chees animatron fan exactli	1
cool	cool	1
how do these guys do this	guy	0
If they'd did that every day man they are lazy but there sick	theyd everi day man lazi sick	-1
You guys are so perfect	guy perfect	1
the twin spin	twin spin	0
Make a vid about Garett's son doing trick shots	make vid garett son trick shot	0
Flip yourself	flip	0
But it's cool	cool	1
Rage monster= Grizzly confirmed	rage monster grizzli confirm	-1
that's amazing water bottle flips with you	that amaz water bottl flip	1
Thumbnail is 9/11?	thumbnail 911	0
As usual an awesome vid guys and. HeySUBSCRIBE to my Waffletastic channel and help me grow, trust me, fun videos are spawn all the time, have a Sweet Day☕🍯🍶	usual awesom vid guy heysubscrib waffletast channel help grow trust fun video spawn time sweet day	1
Who else was watching during the premiere?	els watch premier	0
You should do tennis stereotypes.	tenni stereotyp	0
his name is not rick his name is twisted fate	name rick name twist fate	0
Why isnt the rest of youtube like these videos	isnt rest youtub like video	1
I rate this vid 9/11	rate vid 911	0
Imagine how dangerous Rick would be with ninja stars!!	imagin danger rick would ninja star	-1
Flip your self	flip self	0
Life would be so easy when you have these skills	life would easi skill	1
Anitha luck Well it's not.	anitha luck well	1
real twisted fate	real twist fate	0
High to low	high low	0
I just realized at 3:00 this nuts got it	realiz 300 nut got	-1
x men with the cards what's that guy's name?	x men card what guy name	0
When will you do it		0
First allusion I'll admit you got me on but the second one no the way he was 'leaning on the wall' was not right	first allus ill admit got second one way lean wall right	-1
You guys are awesome. You are nice and you make awesome vids. Thanks.👍	guy awesom nice make awesom vid thank	1
whrere was Cory at the end	whrere cori end	0
Lol love that old man 'just about 200 more' xD	lol love old man 200 xd	1
Low to high	low high	0
Low to high watch the reactions	low high watch reaction	0
Dude perfect are fake they keep recording until they get it	dude perfect fake keep record get	0
cool	cool	1
I don't under stand y dude perfect didn't do any trick shots when they could've learned how to do that	dont stand dude perfect didnt trick shot couldv learn	1
My favorite shot is garett2.0's shot	favorit shot garett20 shot	1
Make  a soccer  stereotype	make soccer stereotyp	-1
what is good	good	1
I guess life is Soo eaazy to DP Bros 🔥❤️😂	guess life soo eaazi dp bro	0
Do u not understand guys what he/she means by why is nobody talking about it	u understand guy hesh mean nobodi talk	0
I wanna be has hype as them	wan na hype	0
Congratulations on 24 million subs DP! Like if you want to congratulate them	congratul 24 million sub dp like want congratul	1
man, i wish i was paid to be a middle aged frat boy.	man wish paid middl age frat boy	1
Stop with the 'can I get a like' comments.	stop get like comment	1
Alex Dykman Says the guy who can't turn off Caps Lock...	alex dykman say guy cant turn cap lock	0
One word: *Epic.*	one word epic	0
I found a Bitcoin!!!!	found bitcoin	0
Do swimming stereotypes or cross country stereotypes  Like if u agree	swim stereotyp cross countri stereotyp like u agre	1
i discovered how easy bottle flipping is over 15 years ago, its only now that someone else found out how easy it is to get the perfect landing bottle.	discov easi bottl flip 15 year ago someon els found easi get perfect land bottl	1
Your videos just fantastic and keep bringing new ones frequently	video fantast keep bring new one frequent	1
@@Unknown7646 same	unknown7646	0
you all are awesome too insane accurate love you bros like you bros 👍👍👍👍👍👍👍👍👍👍👍💪💪💪💪💪💪💪💪💪🌍🌎🌍🌎🚛🚛🚛🚛🚛	awesom insan accur love bro like bro	1
U guys are INSANE !!!!	u guy insan	-1
Why are the lights off	light	0
known	known	0
Imagine how many attemps it would have took to pull this stuff DANG these guys got patience	imagin mani attemp would took pull stuff dang guy got patienc	0
the biggest jumpy	biggest jumpi	-1
Rage monster appears every time😂	rage monster appear everi time	-1
Fck you and stupid videos by duban	fck stupid video duban	-1
They flipped a nickel!	flip nickel	0
The castle security guy did horrible	castl secur guy horribl	-1
please please please please please stop doing SUPER GAY reactions	pleas pleas pleas pleas pleas stop super gay reaction	1
these videos are fake	video fake	-1
cool	cool	1
should of called the first on the floor is lava	call first floor lava	0
These dudes are obnoxious cockbags.	dude obnoxi cockbag	-1
You'd wander how many times they did it trying to do it	youd wander mani time tri	0
Oh my gosh I love you all! I just started watching a few months ago and I've been waiting for your newest vid!	oh gosh love start watch month ago ive wait newest vid	1
Americans are rich and happy  Come to India 🇮🇳 you will how much population is here	american rich happi come india much popul	1
How much money is one of those	much money one	0
They are so much expert in physics	much expert physic	0
He is like the Gambit of the Dude Perfect channel	like gambit dude perfect channel	1
If u are going to send something send something about the video please dude perfect wants to see good comments so please like if u agree	u go send someth send someth video pleas dude perfect want see good comment pleas like u agre	1
POV: you already watched this video but still came back to watch it again	pov alreadi watch video still came back watch	0
I have a comment cobys arm move thats why the airplane ligth the candle	comment cobi arm move that airplan ligth candl	0
I love this channel so much I want to do what you do you have a tip of how it edit better can you guys be my EDITORS that would mean so much to me	love channel much want tip edit better guy editor would mean much	1
That's not a silver bullet it looks like a 50 cal round I'm pretty sure if that was a real bullet it would go for a rail gun not a rocket	that silver bullet look like 50 cal round im pretti sure real bullet would go rail gun rocket	1
Help me if I drown in the comments	help drown comment	0
That bathroom scene :0	bathroom scene 0	0
If there’s one you tuber to bring back a trend, it’s dude perfect	there one tuber bring back trend dude perfect	1
The one with the backpack was edited😢	one backpack edit	0
You tee around the bottle filp	tee around bottl filp	0
this video has more videos than music videos lol	video video music video lol	1
3:52 lol the baby is crying. So cute...! Still did high five	352 lol babi cri cute still high five	1
3:37 Cody’s reaction 😂	337 codi reaction	0
Your bottle flip challenge was awesome.	bottl flip challeng awesom	1
This how many try’s this took.  l  l	mani tri took l l	0
and also Dude Perfect I've always have been a subscriber to the channel thank you for everything	also dude perfect ive alway subscrib channel thank everyth	1
i just saw this giant airplane vid & i found 1 issue.     although i do give 'props' to Ty for making the 'International Swisher'. it however, in my view was a mis due to not being a swish. it was off the backboard.	saw giant airplan vid found 1 issu although give prop ty make intern swisher howev view mi due swish backboard	0
another video of that pls that was amazing	anoth video pl amaz	1
Guess you could say the silver bullet had to much gunpowder	guess could say silver bullet much gunpowd	0
Dude perfect you should do a school stereotypes	dude perfect school stereotyp	1
First one	first one	0
They get it wrong but just keep trying	get wrong keep tri	-1
all they need to be doing is vaping during the trick shots to be mega cancer	need vape trick shot mega cancer	-1
I'm a Twisted Fate player and this is gorgeous	im twist fate player gorgeou	0
High to low	high low	0
Why are they so good at everything ?!	good everyth	1
OMG that was awesome!	omg awesom	1
Where did you get the plane?	get plane	0
The best one is the nickel flip	best one nickel flip	1
They do it too many times but show us only  right time, so they are not perfect dude	mani time show us right time perfect dude	1
Owen is adorable. That's all I've got to say.	owen ador that ive got say	1
I need that golden snitch	need golden snitch	0
Do 4 of July steroitypes but be safe	4 juli steroityp safe	1
Carnival stereotypes would be funny	carniv stereotyp would funni	1
bust bottle over tys head	bust bottl ty head	0
They have to show who's behind the way panda because they hit 20 million subscribers!!!!!!!!!!!!	show who behind way panda hit 20 million subscrib	0
what's the background music background title ?	what background music background titl	0
Do a sandcastle building contest like if you agree	sandcastl build contest like agre	1
Not live likeee 1 or 2 yrs ago	live likee 1 2 yr ago	0
I like the first one and the guy said welcome to the ping pong trick shot 2	like first one guy said welcom ping pong trick shot 2	1
They gonna make lots of money if they made behind the scenes	gon na make lot money made behind scene	0
ANYONE ELSE SAY AWW WOW AFTER EVERY TRICK 😂 ABSOLUTELY AMAZING THANK YOU FOR CHANGING MY BUS TRIP TO WORK 👏🏼👏🏼👏🏼👏🏼	anyon els say aww wow everi trick absolut amaz thank chang bu trip work	1
Hey. I think you guys should do more stereotypes videos.	hey think guy stereotyp video	0
I also thought for Cory it would be either ye the wasp or the queen bee	also thought cori would either ye wasp queen bee	0
one dude t shirt logo Manchester United 🤩🤩😍😍😍	one dude shirt logo manchest unit	1
I am amazed to see this. How are tou alble to do this.	amaz see tou albl	1
Plz make part-3 please	plz make part3 pleas	1
When god gives you fidget spinners...      You make this.	god give fidget spinner make	1
Make a Thumb Chuck trickshots	make thumb chuck trickshot	0
whos watching this in a mansion (me) (and sorry but I'm not flexing)	who watch mansion sorri im flex	-1
White clothing so bad	white cloth bad	-1
Twin pole shot	twin pole shot	0
how did they did that first bump	first bump	0
Its in the description if want to buy 1	descript want buy 1	1
dude perfect where is your building	dude perfect build	1
Yo mama so fat she sat on a cat and made it flat	yo mama fat sat cat made flat	0
high to low	high low	0
Who else thought that coby is dumb because he throwed something but he closed the dishwasher	els thought cobi dumb throw someth close dishwash	-1
what the...		0
i lioved all of them	liov	0
They fliped a nickel	flipe nickel	0
6 minutes video, but you need 60hours to exercise.	6 minut video need 60hour exercis	0
Ty you aren’t a cavige dow	ty arent cavig dow	0
first	first	0
2:52 he threw a credit card not a playing card	252 threw credit card play card	0
Sub to ZoltiphyYT	sub zoltiphyyt	0
Was that a dig at Jake Paul lol?..	dig jake paul lol	1
ty can do all those but he can't use a coaster	ty cant use coaster	0
That guy was super fast 💨	guy super fast	1
I have your games	game	0
2:18 lol hey that how ammo works.	218 lol hey ammo work	1
What		0
Do a all sports battle 2	sport battl 2	-1
Dude perfect.  you. are. good. at.  basketball	dude perfect good basketbal	1
GUYZ PLZ SUB TO ME AND I WILL SUB BACK PLZ	guyz plz sub sub back plz	0
You guys make me feel so happy 😁	guy make feel happi	1
Can anyone sub to my channel it’s lightningbro2000	anyon sub channel lightningbro2000	0
Great video	great video	1
Ultra legend watch on February 2 2021	ultra legend watch februari 2 2021	0
April 8th is the day you made your guises first dude perfect videos 10 years ago!!! Congratulations for almost a decade of making YouTube videos! I hope you do something special for that and thank you for reading this if you did!	april 8th day made guis first dude perfect video 10 year ago congratul almost decad make youtub video hope someth special thank read	1
Anyone else realized that the latter bent at 2:02	anyon els realiz latter bent 202	0
The first part was amazing.	first part amaz	1
The editor video is suipid because the shots they did is fake	editor video suipid shot fake	-1
Can we all just take a moment of silence for the sand castle	take moment silenc sand castl	0
please make a part 3	pleas make part 3	1
The guy that’s trashed talk he dislike	guy that trash talk dislik	-1
can you do rugby trick shots	rugbi trick shot	0
Yeah i'd really like to see the fail compilation	yeah id realli like see fail compil	1
Is it a card or ....	card	0
men you guys are the dudes perfect s	men guy dude perfect	1
U by lot  P nm, C300 QQQ53 ww	u lot p nm c300 qqq53 ww	0
Anyone else find this satisfying in slow motion	anyon els find satisfi slow motion	0
Check 6:02 with subtitles.	check 602 subtitl	0
Tonixpress hey! I met Cody at the beach today! He was so cool	tonixpress hey met codi beach today cool	1
I subscribe the video	subscrib video	0
can I give one machine	give one machin	0
Ok. Who else is gonna go buy one of those planes? 🙋🏻\u200d♂️	ok els gon na go buy one plane u200d	0
Gather some of the best proskaters in the world and do skateboard trick shots! Would definetly love that	gather best proskat world skateboard trick shot would definetli love	1
that one guy hiking in the forest seeing the missle:	one guy hike forest see missl	0
You are the best sport chanel	best sport chanel	1
The shot of the son	shot son	0
Find the difference 😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😁😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀	find differ	0
Thank you!!!! Kiddie Scriptor\u200b	thank kiddi scriptoru200b	1
Will the world ever know who was actually first it just uploaded and bam 172k views jeez i upload and bam 2 views the next day	world ever know actual first upload bam 172k view jeez upload bam 2 view next day	0
+Wilbert Li what is the song ???	wilbert li song	0
3:21 is the only thing we all have the capacity to do.. 😂😂😂	321 thing capac	0
4:40 great but is crashed	440 great crash	1
that was bad	bad	-1
Rick Wife: could you please turn off the lights?    Rick: sure thing! **Pulls out a deck of cards**	rick wife could pleas turn light rick sure thing pull deck card	1
flip your grandmother	flip grandmoth	0
I'm Mr. Bury Me	im mr buri	0
I feel like gar would actually get upset cause Ty didn’t use a coster	feel like gar would actual get upset caus ty didnt use coster	0
could u guys just do a giveaway	could u guy giveaway	0
Make a video one day using a spaceship	make video one day use spaceship	0
Make ping pong trick shots 5 and i think your rockets are too big to catch and the small ones are better for catching	make ping pong trick shot 5 think rocket big catch small one better catch	1
Rip ty's rocket.......	rip ty rocket	0
They should mak a number 3	mak number 3	0
What's the name on the music	what name music	0
Wtf are those cards made of	wtf card made	-1
WTF is with the costumes?	wtf costum	-1
I got the perfect timing, right before ty destroys the castle	got perfect time right ty destroy castl	0
Aiden Bryla Will they see this comment? it's been two years	aiden bryla see comment two year	0
U should do volyball  stereo types	u volybal stereo type	0
I honestly want to grow up to be like the old man in the video! He’s so happy and he looks like he is loving life! 😂😂	honestli want grow like old man video he happi look like love life	1
Yesterday they had 14,000,000 subscribers now today 14,117,000 subscribers see they gain 100,000 subscribers everyday	yesterday 14000000 subscrib today 14117000 subscrib see gain 100000 subscrib everyday	1
3.23 who is panda???	323 panda	0
Wow is amazing	wow amaz	1
i think mine is the driving video	think mine drive video	0
ping pong trick shots two Baybeh  -cody 2015-	ping pong trick shot two baybeh codi 2015	0
he is so cute	cute	1
They live the dream	live dream	1
bottle in the bag	bottl bag	0
I love this job to make money😂😂	love job make money	1
What kind of fuckin cards are those?!?!	kind fuckin card	-1
Dude perfect = like   That's amazing = comment below	dude perfect like that amaz comment	1
One likes=One respect for the ladder	one likeson respect ladder	1
Hey guy can I please have the Golden snitch one	hey guy pleas golden snitch one	1
So....How many attempts did you take until you actually got it? Had to be at least over like 20 times.	sohow mani attempt take actual got least like 20 time	1
That's pretty unlike considering he didn't catch it but rather jumped into the scene with the frisbee in his hand.	that pretti unlik consid didnt catch rather jump scene frisbe hand	1
I’m pretty much all of them😂😂😂😂	im pretti much	1
do knife throwing	knife throw	0
Black and orange car is beast	black orang car beast	0
That is my favorite video	favorit video	1
Welcome to the comment section here we have drinks and snacks🍹🍸🥛🍾🍻🍷🥂☕️🥞🍕🍟🍝🎂🍨🍬🍩🥜🥙🍗🌭🌮🍦🍫🍪🥐🥓🍔🌯🍰🍭🍿have a nice day😁😁	welcom comment section drink snackshav nice day	1
Nytrunner I'll be sure to check them out!	nytrunn ill sure check	0
Wow so ep34 was rocket battle 1and ep43 was rocket battle 2 it's just a number change of ep	wow ep34 rocket battl 1and ep43 rocket battl 2 number chang ep	1
When's ping pong trick shots 3?????	when ping pong trick shot 3	0
The joke is that the V2 was a Nazi missile in WW2	joke v2 nazi missil ww2	1
Random   .  ..  .  .  .  .  I thought random comments get more likes	random thought random comment get like	1
It is both low to high and high to low	low high high low	0
Where do you get the plane's I whont one	get plane whont one	0
So sick	sick	-1
This is amazing	amaz	1
But who's filming	who film	0
*When you’re at your friends house and don’t have anything else to do:*	your friend hous dont anyth els	0
The twin shot	twin shot	0
They're always so happy every time they nail a shot because it takes ages to make one	theyr alway happi everi time nail shot take age make one	1
wow very buteful	wow bute	1
Thanks for the wishes about harvey. Keep up the good work boys	thank wish harvey keep good work boy	1
Which of these was your guys favorite and best one that you guys used	guy favorit best one guy use	1
How do you do that with a card?	card	0
Both		0
Where was Pandas rocket?	panda rocket	0
Both		0
Wow... It's amazing	wow amaz	1
Thats awesome	that awesom	1
whe3e do you live dp2	whe3e live dp2	0
4:28 that is very sus 👀	428 su	0
those egos will never cook evenly	ego never cook evenli	0
Love how there all just bigger versions of 0.1	love bigger version 01	1
The sunburn is better for rage monster because he is red	sunburn better rage monster red	0
Another awesome Dude Perfect video!	anoth awesom dude perfect video	1
one of the card are a credit car	one card credit car	0
Those shots were perfect	shot perfect	1
these trickshots are nothing compared to what they used to do.	trickshot noth compar use	0
You should do a fidget spinner part 2! Like if you agree	fidget spinner part 2 like agre	1
High to low	high low	0
The views and the subcribers doesnt match	view subcrib doesnt match	0
I don't what place.	dont place	0
The best flip was the nickel flip!	best flip nickel flip	1
Sub to me pls	sub pl	0
I've been praying for that ever since it hit	ive pray ever sinc hit	1
omg your very good you must be lucky	omg good must lucki	1
This guy is unbelievable.  Wow.	guy unbeliev wow	1
super cool today's match and it turns out the winner is the yellow one	super cool today match turn winner yellow one	1
wow super cool  i have a game for u u will stay in the car for 24hours do u have a car?	wow super cool game u u stay car 24hour u car	1
This is so fake	fake	-1
Noooo I can't unsee it now	noooo cant unse	0
Can you do another real life strick shots I love those anyone else	anoth real life strick shot love anyon els	1
Try to flip your selves	tri flip selv	0
Can u make a video on u guys having a battle with that thing hat shoots balks rapidly	u make video u guy battl thing hat shoot balk rapidli	-1
Who else think Ty is the man	els think ty man	0
Battle 1: small rockests  Battle 2: large rockets  Battle 3: N.A.S.A	battl 1 small rockest battl 2 larg rocket battl 3 nasa	-1
good luck and tricks	good luck trick	1
What was Garrett’s rocket height	garrett rocket height	0
both		0
How far was Garret’s	far garret	0
Anyone know how to play, pick up 52? 😊	anyon know play pick 52	0
Its both		0
As many as the number of teams Toronto FC did in the Playoffs	mani number team toronto fc playoff	0
Imagine pilots doing this tricks with real planes for passengers as finishing act before landing. I’m paying extra	imagin pilot trick real plane passeng finish act land im pay extra	0
Garrett is glad he did not disqualify himself	garrett glad disqualifi	1
This is one of the best comments I've ever seen	one best comment ive ever seen	1
How can u possible dislike one of their vids ???	u possibl dislik one vid	-1
You guys are the most epic people ever	guy epic peopl ever	0
I like the twin spin	like twin spin	1
How to make that airplane	make airplan	0
4:57 The beat of the music goes with Rick Smith jr throwing cards	457 beat music goe rick smith jr throw card	0
1 on trending, Wow!	1 trend wow	1
Hey its my opinion	hey opinion	0
I want it tooo :O	want tooo	1
I remember watching this video when it only had 100 thousand videos now 175 million views congrats perfect dudes	rememb watch video 100 thousand video 175 million view congrat perfect dude	1
Do a video where y'alls wives do trick shots.	video yall wive trick shot	0
Please do School stereotypes	pleas school stereotyp	1
Did you guys notice that the airplane broke after Coby's trust shot when it just landed 1:53 if it did brake leave a like on my comment	guy notic airplan broke cobi trust shot land 153 brake leav like comment	1
My favourite part is THE RAGE MONSTER . ...Who all likes it	favourit part rage monster like	1
Do you domino rally trick shots	domino ralli trick shot	0
I tried doing it with a glue stick and it works	tri glue stick work	0
The card that he threw at the bottle in the 4 in 1 thing it was like a credit card it's not a normal playing card	card threw bottl 4 1 thing like credit card normal play card	1
This is the true Twisted Fate	true twist fate	1
please Trickshots Summer Edition	pleas trickshot summer edit	1
low 2 high?	low 2 high	0
Now do another fidget spinner video!	anoth fidget spinner video	0
Please do another nerf video	pleas anoth nerf video	1
11 down on the far right 😥	11 far right	0
Cool	cool	1
Something sad happend the day i watched this my friends brother nearly died from  a teribble asma attack he only had 15 mode minutes to live but hes still alive	someth sad happend day watch friend brother nearli die teribbl asma attack 15 mode minut live he still aliv	-1
High speed nutmeg	high speed nutmeg	0
I am probably the biggest dude perfect fan my grandma thinks you guys are hilarious team coby all the way	probabl biggest dude perfect fan grandma think guy hilari team cobi way	1
0:35 his face!!!!!!	035 face	0
Anybody see the purple dot at 5:37	anybodi see purpl dot 537	0
So easy	easi	1
He use credit card or heavy card to break the bottle check the video again....	use credit card heavi card break bottl check video	0
can’t what for christmas steriostypes	cant christma steriostyp	0
Who cares if they didn't do anything, they're making a shit ton of money	care didnt anyth theyr make shit ton money	-1
they flipped a nickel!	flip nickel	0
i hope this guy's agent gets him an audition for the Gambit movie	hope guy agent get audit gambit movi	1
theliryx it doesn't mean he's a liar	theliryx doesnt mean he liar	-1
this is sick	sick	-1
So cool	cool	1
Cody admires his shot the hole time	codi admir shot hole time	1
Those are gliders not airplanes, airplanes have mainly used motors	glider airplan airplan mainli use motor	0
C'mon guys,leave some girls for the rest of us	cmon guysleav girl rest us	-1
FAKE!!!!	fake	-1
