CommentTextDisplay	cleanComment	Sentiment
I'm the pool guy.	im pool guy	0
Dude Perfect should upload the extras for these types of videos. Like if you agree.	dude perfect upload extra type video like agre	1
1 day and over 10,000,000 views.	1 day 10000000 view	0
The last shot 😂😂	last shot	0
Low to High easy	low high easi	1
Dude this is Perfect	dude perfect	1
Waiting for part 3 like the next World War like	wait part 3 like next world war like	1
In 5:26 the string got sliced also XD	526 string got slice also xd	0
Can u please check out my fidget spinner trickshot video. I uploaded a Fidget Spinner TrickShot Video before DP.	u pleas check fidget spinner trickshot video upload fidget spinner trickshot video dp	1
Where was Pandas rocket?	panda rocket	0
Nice Timing Dude!!	nice time dude	1
New video, Yeah.	new video yeah	1
This is my 4th time watching this	4th time watch	0
its awesome	awesom	1
Cole Carter thanks (my name is owen)	cole carter thank name owen	1
A pencil on the bottom	pencil bottom	0
Rick has a evil face	rick evil face	-1
This is actually such a dope vid	actual dope vid	0
you are coolest team in world	coolest team world	0
who else is here just to suffer          at those who else comments	els suffer els comment	-1
These guys are my hero’s	guy hero	1
Is the other videos... not in real life?	video real life	0
its not them its the bottles that are good .(jk but still their good bottles to bottle flip tbh)	bottl good jk still good bottl bottl flip tbh	1
pls guyzzz do a real basketball match with no scripts or anything! just a plain match!!! hit like if you agree	pl guyzzz real basketbal match script anyth plain match hit like agre	1
I don't even know anymore	dont even know anymor	0
I love how Garrett is winning a lot nowadays like if you agree	love garrett win lot nowaday like agre	1
High to low to high	high low high	0
Ur a little late to the fad	ur littl late fad	-1
here at 500k views any1?	500k view any1	0
hi dude perfect whos the new guy who flipped the pencil	hi dude perfect who new guy flip pencil	1
Haha there New game is called that's lit	haha new game call that lit	1
me trying to figure out if this is real	tri figur real	0
Where was Panda's rocket?	panda rocket	0
Most of these are true thooo	true thooo	1
sbscribe me please!!!well done DP!!	sbscribe pleasewel done dp	1
Checked your channel, not surprised	check channel surpris	0
Feel bad for beard guy	feel bad beard guy	-1
High too low low too high	high low low high	0
Garret wanted to disqualify himself...	garret want disqualifi	0
It’s so fake	fake	-1
Please	pleas	1
Dude Perfect Whatever happened to Panda	dude perfect whatev happen panda	1
whoa cool.....btw it up from down    nice      amazing	whoa coolbtw nice amaz	1
low to high	low high	0
R.I.P Sofa	rip sofa	0
i wonder what they are going to flip next	wonder go flip next	0
Is that you, Hisoka?     (★ ͡° ͜ʖ ͡° 💧 )	hisoka ʖ	0
Do they reply to you	repli	0
Who is panda 🐼	panda	0
Your the BEST	best	1
Together we make trick shots!!!	togeth make trick shot	0
Nice trick shot. Also how long did it took to make those trick shot	nice trick shot also long took make trick shot	1
They are awesome!!	awesom	1
I wont buy this car	wont buy car	0
Keep living your boring life then. Are just people getting fun, who cares about the age?	keep live bore life peopl get fun care age	1
I don’t  Another girl	dont anoth girl	0
I like the bow trick shot	like bow trick shot	1
hisoka in real life	hisoka real life	0
Watch my bottle flips if u like i make or flips!!	watch bottl flip u like make flip	1
He used a credit card!!!	use credit card	0
This has nothing on Jacksfilms. Make once you get as good as him, make another.	noth jacksfilm make get good make anoth	1
Weren't all the trickshots in real life though, or am I living a lie	werent trickshot real life though live lie	0
idk but Ty's face whenever he gets excited just makes my day 😂	idk ty face whenev get excit make day	1
Please do more stereotypes	pleas stereotyp	1
Why was Cody’s reaction time so slow when he landed the highlighter	codi reaction time slow land highlight	0
@@Unknown9550 most of these are possible at least	unknown9550 possibl least	0
The roads are	road	0
thank you	thank	1
I hope it's Dude Perfect vs How Ridiculous. If it's not i might cry	hope dude perfect vs ridicul might cri	1
definitely low to high!	definit low high	0
my favorit  was the last one	favorit last one	0
Finally we get to meet some of the DP wives and girlfriends.	final get meet dp wive girlfriend	0
did I just watch a Pringles ad	watch pringl ad	0
cool	cool	1
im from indonesia snack pringles is good	im indonesia snack pringl good	1
This guy is Twisted faith. Raw.	guy twist faith raw	1
This remind me of 'Now you can see me 2' Movie xD	remind see 2 movi xd	0
DUDE I CANT BELIEVE HOW GAY THEY ARE	dude cant believ gay	0
When real life trick shot 3 come	real life trick shot 3 come	0
Early squad here!!!!!	earli squad	0
Perfect	perfect	1
I wonder who there sponsor is it's so hard to tell 🤔	wonder sponsor hard tell	-1
First tossing around water bottles, and now this.  What was wrong with basketballs?	first toss around water bottl wrong basketbal	-1
I love all your stereotype videos	love stereotyp video	1
My favorite was Garrett son flip	favorit garrett son flip	1
I really want Dude Perfect to make a Battle three? Like if you want aswell	realli want dude perfect make battl three like want aswel	1
My fav shot IS NONE OF THEM BECAUSE YOU ALL SUCK	fav shot none suck	-1
2018. Of no one ok ur in the past	2018 one ok ur past	-1
is there going to be a ping pong trick shot 3,4, or5	go ping pong trick shot 34 or5	0
So this make them happy..	make happi	1
6 years later this is still a masterpiece	6 year later still masterpiec	1
Whys the sea green?	whi sea green	0
Cool	cool	1
I know what to flip! A finger. (XD funny joke, no h8 intended.)	know flip finger xd funni joke h8 intend	1
“Oh cool I found a Bitcoin”	oh cool found bitcoin	1
both		0
Only dude perfect can make fidget spinners still be cool	dude perfect make fidget spinner still cool	1
Dude didn't you know that time lapse in between flipping nickel	dude didnt know time laps flip nickel	-1
twisted fate???	twist fate	0
Plot twist:they keep trying and cut the scenes where they fail 🧐	plot twistthey keep tri cut scene fail	-1
This is gonna be lit   Me:*t already is with the dude perfects	gon na lit met alreadi dude perfect	1
That was so cool	cool	1
You should sell the plane!	sell plane	0
The twin spin	twin spin	0
I really hate this guys. They think they are perfect but they edit their videos, is pathetic	realli hate guy think perfect edit video pathet	-1
He as made a hotel sterotype	made hotel sterotyp	0
I used to be able to throw cards like that, but then I stopped because it hit my brothers eye	use abl throw card like stop hit brother eye	1
no wtf i finnaly love my life after a long depression,why would i be someone else?	wtf finnali love life long depressionwhi would someon els	-1
5:00 ty goes for five	500 ty goe five	0
Yo	yo	0
dude perfect is awesome i watch all of there videos	dude perfect awesom watch video	1
below😎		0
Dude Perfectionist do a dirt bike battle	dude perfectionist dirt bike battl	-1
1.sub to me  2.like this comment   3.i sub u  I do sports highlights	1sub 2like comment 3i sub u sport highlight	1
And now that im thinking about it they more than likely got paid!	im think like got paid	0
one of the trick shots in around the world  they used a credit card or a gift card	one trick shot around world use credit card gift card	1
No, not that music.	music	-1
Last one is my favorite shot	last one favorit shot	1
thought the music from the moive:power rangers	thought music moivepow ranger	0
whats the secret to do eveything prfect shot rocket lonch planes and bottle flip whats the secret.	what secret eveyth prfect shot rocket lonch plane bottl flip what secret	0
That's awesome	that awesom	1
Me: WHY IS IT SO HARD TO DO A BOTTLE FLIP  Them: WHY IS IT SO EASY TO DO A BOTTLE FLIP	hard bottl flip easi bottl flip	0
I got a pringles ad right before I watched this	got pringl ad right watch	0
Low to high	low high	0
low to high	low high	0
Why don't you guys do a slingshot trickshot	dont guy slingshot trickshot	0
you guys need to do some sorta race and play the song Feet Don't Fail Me Now by Needtobreathe	guy need sorta race play song feet dont fail needtobreath	-1
He should go in public and cut people's food xD	go public cut peopl food xd	-1
Coby is the best	cobi best	1
4:57 Low To High*	457 low high	0
Done know that shit	done know shit	-1
I had no idea that RC meant Radio control	idea rc meant radio control	-1
You are so perfect man 😄😄😄😄	perfect man	1
Me:-why are we still here just to suffer	mewhi still suffer	-1
1:49 why did he say LEGO for the nickel	149 say lego nickel	0
👍 if found the difference    😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😯😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮	found differ	0
These aren’t even that good	arent even good	1
today is my first time in the world is	today first time world	0
Me and my 8 year old son both love your channel and collect fidget spinners (both are good ways to spend time together).  We'd love to have your spinner (it'd make his day) but you're all sold out.	8 year old son love channel collect fidget spinner good way spend time togeth wed love spinner itd make day your sold	1
Amusement park stereotypes such as   Wimp  Game player  3rd wheel  Mr no line  Etc  Like if u agree	amus park stereotyp wimp game player 3rd wheel mr line etc like u agre	1
You guys: flips 100000000000000000000000 bottles   Me: cant flip 1	guy flip 100000000000000000000000 bottl cant flip 1	0
Why did you see that it’s actually 3 years ago😁	see actual 3 year ago	0
flip people(backflips and frontflips)	flip peoplebackflip frontflip	0
who's heart sank with me when Cody's rocket stayed for one ms	who heart sank codi rocket stay one ms	0
Hey! It's ok i'm a girl too and i like watching this. i have 5 brothers. And i just found this video and i loved it ;-;	hey ok im girl like watch 5 brother found video love	1
Hi to low	hi low	0
Early	earli	0
you should do a slender man stereotype	slender man stereotyp	-1
Floaty hair dryer chip shot	floati hair dryer chip shot	0
This is impossible!	imposs	0
KenwolfMC You running out of idea to comment	kenwolfmc run idea comment	0
This is crazy man	crazi man	-1
Honestly when I watched the first video, they came up with Cheddary Cheese Chipper. I expected more pringles names, like Pizza Putter or something like that	honestli watch first video came cheddari chees chipper expect pringl name like pizza putter someth like	1
It's amazing	amaz	1
You guys must be really good at carnival games	guy must realli good carniv game	1
Imagine him with throwing stars...	imagin throw star	0
All perfect 😍 I’m not in love with them lol but I like when they do perfect and it’s soooo satisfying and also who is satisfied with perfect shot every video.	perfect im love lol like perfect soooo satisfi also satisfi perfect shot everi video	1
high to low	high low	0
Every time i watch dp i think	everi time watch dp think	0
Beautiful video,thanks for sharing👍great job,very nice 👍👍👍👍...❤️.....	beauti videothank sharinggreat jobveri nice	1
The one where the guy throws it in his backpack that’s insane	one guy throw backpack that insan	-1
subscribe to my channel Panshul soni water bottle flip	subscrib channel panshul soni water bottl flip	0
i used to watch yall all the time! the memoriesss	use watch yall time memoriesss	0
Can you flip a chopsticks	flip chopstick	0
Dude Perfect 9/11 edition	dude perfect 911 edit	1
Its awsome yar😃😃😃	awsom yar	0
If you enter  their headquarters I'm pretty sure you can always find things flying around, things ranging from a small pencil to a huge refrigerator.😂😂😂😂😂😂	enter headquart im pretti sure alway find thing fli around thing rang small pencil huge refriger	1
Hey not bad	hey bad	-1
Do cricket trick shot	cricket trick shot	0
Can you flip everything	flip everyth	0
+FireBloodWolfBoy So original -_-	firebloodwolfboy origin _	0
Tyler are u nuts ladder and then couch what the	tyler u nut ladder couch	-1
:| is anyone watching during new years 2021?	anyon watch new year 2021	0
Sooo when is part 3 coming😁😁	sooo part 3 come	0
Do hockey stereo types. Hockey is my favorite sport of all time it would mean so much if u guys did it	hockey stereo type hockey favorit sport time would mean much u guy	1
I Will subscribe to anyone who Will subscribe me like this comment	subscrib anyon subscrib like comment	1
every time I watch, I am thinking. how many times they have try to get it perfect dude	everi time watch think mani time tri get perfect dude	1
My   Teacher	teacher	0
The REAL GAMBIT (x men)	real gambit x men	0
Do a table flip	tabl flip	0
•ACandyWrapper • how about you shut up she or he literally just asked a question nicely too.  so why do you have to be a Bitch and say stfu. so why don't you go back to your sad little hole you dumb troll. ps u are an assface	acandywrapp shut liter ask question nice bitch say stfu dont go back sad littl hole dumb troll ps u assfac	-1
Do something off of that ledge	someth ledg	0
Where is korean???	korean	0
Want more videos and where is PANDA??	want video panda	1
I hate those guys who always ask for likes on their comments!  SUBSCRIBE to my channel If u agree😂😅😍	hate guy alway ask like comment subscrib channel u agre	0
They're only popular for their screams	theyr popular scream	1
Traxxas  is the best ever	traxxa best ever	1
New sub!	new sub	0
Thanks for making my request Dude Perfect... you're awesome :)	thank make request dude perfect your awesom	1
It a 200 IQ play. But it’s also both.	200 iq play also	0
Its low to high because garret was sitting down	low high garret sit	0
the ninja star is actually a model used by gengi from overwatch	ninja star actual model use gengi overwatch	0
Last shot	last shot	0
High to low	high low	0
Now that... is the real 'the floor is lava' challenge	real floor lava challeng	-1
what is that		0
Low to high	low high	0
High	high	0
Pilot Cobe:'Um...this is your captain speaking, uhhh... we no longer have wings'  Me:'snap!!! At least the video is fantastic!'😂😅	pilot cobeumthi captain speak uhhh longer wing mesnap least video fantast	1
nobody:    not one person:    that guy: 'BOB MILLER'	nobodi one person guy bob miller	0
Don't forget to use the coaster!	dont forget use coaster	-1
you should flip a table.	flip tabl	0
that was a great enjoyment	great enjoy	1
1:16 we just not gonna talk about the legs under the table???	116 gon na talk leg tabl	0
Woah 95m views u guys doing so well +Dude Perfect 😜🖤😁	woah 95m view u guy well dude perfect	1
The comment section is filled with scam bots	comment section fill scam bot	-1
Even a kid can do it   I am so sad Lol  I can’t believe he did it O.O  I have to try 6 times	even kid sad lol cant believ oo tri 6 time	1
The parachute one was my favorite	parachut one favorit	1
the dizzy one	dizzi one	-1
the trend is over	trend	0
I would like to see one of you doing a rubble backflip	would like see one rubbl backflip	1
Me: *pulls out a knife in a fight*            Rick: *pulls out deck of cards*    Me: ...Uh-oh..	pull knife fight rick pull deck card uhoh	-1
Nice Video and pls make a Skateboard video pls ;D	nice video pl make skateboard video pl	1
Is this the EP2	ep2	0
I’m Suprised I didn’t see you there I go to destin every single year lol	im supris didnt see go destin everi singl year lol	1
Is it me or does ty sound like Tandy from the last man on earth?	ty sound like tandi last man earth	1
how do they get that big pringles can	get big pringl	1
Who here before 1 million?	1 million	0
Y'all just think you are perfect don't ya ?... lol... cool video !😀	yall think perfect dont ya lol cool video	1
I live in Thailand🇹🇭❤️🙏	live thailand	0
I love it!	love	1
Cool	cool	1
High to low	high low	0
Awesome need part threeeee !	awesom need part threeeee	1
Wait, in the thumbnail the bottle on top was average size, but in the actual video it was a mini bottle on top. Interesting.	wait thumbnail bottl top averag size actual video mini bottl top interest	1
Imagine if they got all the shots first try	imagin got shot first tri	0
why would you waste money for a fucking metal shit that spins? okay i understand if you buy the regular one, but why would youwaste 50$ for a metal version.  fuck man	would wast money fuck metal shit spin okay understand buy regular one would youwast 50 metal version fuck man	-1
The best video ever!!!!!!!👏🏽👏🏽👏🏽👌🏽👌🏽😄😄	best video ever	1
Dude perfect can you send me any of the thing that you used	dude perfect send thing use	1
5:33 best and the most craziest moment	533 best craziest moment	1
Okay so there are 3 girls in this vid, one is Tyler's wife, the other is Garett's, who is the 3rd the wife/girlfriend of	okay 3 girl vid one tyler wife garett 3rd wifegirlfriend	0
He covered himself in sunscreen. Yet he didn't cover his ears 😳 He would have had really red ears	cover sunscreen yet didnt cover ear would realli red ear	0
Pls shout out for me pls	pl shout pl	0
Cody shave your beard yuo don't look realy god	codi shave beard yuo dont look reali god	1
Beard balancing bottle flip was by far my favourite! ☺	beard balanc bottl flip far favourit	1
Bigger rockets so their also heavier.	bigger rocket also heavier	0
So are we going to the moon for rocket battle 3?	go moon rocket battl 3	-1
this music's lit!	music lit	0
Great video	great video	1
dude love this vid	dude love vid	1
Who ever subs me I will sub back I promise!  1Like= Over 9000 years of good luck 😄	ever sub sub back promis 1like 9000 year good luck	1
One of your best videos	one best video	1
they are awesome..	awesom	1
Bush didn’t do 9/11 it was dude perfect all along	bush didnt 911 dude perfect along	1
cool	cool	1
Low to high	low high	0
@@smey02 Same!	smey02	0
YOU GUYS SHOULD FILM WITH JAKE OR LOGAN PAUL LIKE IF YOU AGREE	guy film jake logan paul like agre	1
I know it's still amazing I love this vid	know still amaz love vid	1
can you flip a hat that has stuff in it	flip hat stuff	0
How many dudes have failed to be or maintain as a member?	mani dude fail maintain member	-1
They need to flip a bat not a bat flip like a water bottle flip and land but with a bat	need flip bat bat flip like water bottl flip land bat	1
why is owen better at bottle flipping then i am/? :)	owen better bottl flip	1
Fushion Gaming look this is	fushion game look	0
Is your place called the Sausage Fest Hideout?	place call sausag fest hideout	0
when owen flipped the bottle	owen flip bottl	0
Did the police or life guard came at the Rage Monster part?	polic life guard came rage monster part	-1
Y'all make everything look easy	yall make everyth look easi	1
wow Cody has a closet the size of a 2 car garage	wow codi closet size 2 car garag	1
ALL OF THEM ARE MY FAVORITE	favorit	1
Traedog Gaming  Dude this is like the hardest edition yet!!	traedog game dude like hardest edit yet	1
At 1:00 you can see one of the twins attempting a bottle flip	100 see one twin attempt bottl flip	0
I came to watch this for a dose of nostalgia	came watch dose nostalgia	0
umm u are like the best	umm u like best	1
How?		0
What they using that name what	use name	0
You should make a vid called dude perfect dictionary where you basically you know the laser shot u	make vid call dude perfect dictionari basic know laser shot u	1
I forgot all about them and a tik tok made me remember them	forgot tik tok made rememb	-1
I hate this toy, but these trick shots are lit🔥🔥🔥	hate toy trick shot lit	-1
Its the high to low to high	high low high	0
This Is An Adbertisement for Pringles	adbertis pringl	0
hey guys vat 19 just  copycat dude perfect  i hate you. vat19	hey guy vat 19 copycat dude perfect hate vat19	0
My favorite Is the car shop 👌😎	favorit car shop	1
through the window was my fav	window fav	0
The olive slicer!!!!!!!!!!	oliv slicer	0
I just realized how goofy their reactions are they freaking about throwing a steak on a grill 💀	realiz goofi reaction freak throw steak grill	-1
flip a tv	flip tv	0
They celebrate like they have won the Super Bowl	celebr like super bowl	1
why does this one have more vies than part 1 and 3?	one vie part 1 3	0
Am I the only one that started watching there videos because one of there videos were trending	one start watch video one video trend	0
3:31 look in the background camrea man?	331 look background camrea man	0
Now I want pringles.. wow. -____-	want pringl wow ____	1
Both		0
heck of a way to end a video!!	heck way end video	0
Cool	cool	1
Greek Anonymous No work	greek anonym work	-1
You can flip a clock	flip clock	0
Wow just wow I don't have even words to say	wow wow dont even word say	1
I’m I the only team cory fan	im team cori fan	1
2:50 excuse me wt* why does he have a credit card	250 excus wt credit card	-1
Llamaglama he already did soccer tricks I think	llamaglama alreadi soccer trick think	0
stereotypes in the netherlands: the hole digging germans that die by sitting in their dug hole and then it collapses, great fun!	stereotyp netherland hole dig german die sit dug hole collaps great fun	1
Love this so much	love much	1
I like how Garret’s a united fan but he did a video with City	like garret unit fan video citi	1
The thick value computationally call because cuticle radiographically dance outside a shaggy reason. possible, abstracted pleasure	thick valu comput call cuticl radiograph danc outsid shaggi reason possibl abstract pleasur	1
First high to low second low to high	first high low second low high	0
all of these take so many attempts	take mani attempt	0
That was literally one of the most satisfying videos I've ever watched.	liter one satisfi video ive ever watch	0
That is fake because they keep doing it all over again in tall they get it right	fake keep tall get right	-1
they're way too overhyped for what took them well over 100 tries to get right.	theyr way overhyp took well 100 tri get right	0
These guys are just ...Perfect🔥	guy perfect	1
sub= you will suddenly become known	sub suddenli becom known	0
I am numb to trick shots now.	numb trick shot	-1
I think garret will win because I’m a purple hoser fan	think garret win im purpl hoser fan	1
14 hours and 6.6 million views..wow..you must got something	14 hour 66 million viewswowy must got someth	1
RC car: **drives across water**      Jesus: I teached him everything thing he knows. He has mastered the art.      Edit.1: I did Not mean to say “teached” the auto correct strikes.	rc car drive across water jesu teach everyth thing know master art edit1 mean say teach auto correct strike	0
Who is eating pringles while watching this video	eat pringl watch video	0
I love ALL y’all’s vids	love yall vid	1
So darn fake!! The plane is obviously remote controlled 😡😡😡	darn fake plane obvious remot control	-1
Both		0
I've been waiting for this!!!	ive wait	0
That is super cool 😃😀😊🤑	super cool	1
Great vid glad to see another upload	great vid glad see anoth upload	1
best editor	best editor	1
They are *Life hacking*	life hack	0
How is this Real it’s so cool	real cool	1
never have been so early	never earli	0
How do you get those planes?	get plane	0
You guys are the Kings if you pardon the pun😂	guy king pardon pun	1
I want more it was so Satisfying!! Like if you agree.	want satisfi like agre	1
Air Royale LTM in fortnite in a nutshell	air royal ltm fortnit nutshel	0
Gaming stereotypes  Hiking stereotypes   Tennis stereotypes   Vacation stereotypes   Sleeping stereotypes	game stereotyp hike stereotyp tenni stereotyp vacat stereotyp sleep stereotyp	0
I am definitely 'the pool guy'	definit pool guy	0
I bet the coster one was so hard it's funny because it was hard last time in vids keep up the good work and please make a world record addition	bet coster one hard funni hard last time vid keep good work pleas make world record addit	1
Who else went straight to the comments?!?!	els went straight comment	1
Pause it on 4:28  Is that what I think it is?	paus 428 think	0
Woah I just realized they have 20 million 	woah realiz 20 million	0
Coby's rocket can fit 2 or 3 engines, he could have won	cobi rocket fit 2 3 engin could	1
Can you please check Legend Perfect channel?	pleas check legend perfect channel	1
WHY USING A CREDIT CARD!?	use credit card	0
anyone else notice that at 2:52 hes throwing a credit card	anyon els notic 252 he throw credit card	0
I got the soing	got so	0
watch it it is amazing	watch amaz	1
I did not know a card could break glass	know card could break glass	0
all of them are cool	cool	1
Banana cutting through card was ossom	banana cut card ossom	-1
they saw that foot table	saw foot tabl	0
So you are telling me ty used the cart for one product	tell ty use cart one product	0
It's low to high because ty jumped when he threw it and wouldn't have done that if he was the one catching it	low high ty jump threw wouldnt done one catch	0
COASTER!	coaster	0
g m r selim tube it’s real	g r selim tube real	0
Hate the lack of celebration n emotion, the old videos weren't as scripted and seemed more real	hate lack celebr n emot old video werent script seem real	-1
holy doly this video u guys are experts omg	holi doli video u guy expert omg	0
Can someone say what is the background music??	someon say background music	0
How hard was the cushion the panda threw? It cracked the screen	hard cushion panda threw crack screen	-1
i subscribed to have a fidget spinner	subscrib fidget spinner	0
U guys are amazing as heck	u guy amaz heck	1
where did you buy it	buy	0
This is asam	asam	0
How do you do this. You guys are amazing	guy amaz	1
You are the best youtube-r ever 😎😎	best youtub ever	1
They flipped a nickel!!	flip nickel	0
In Texas, every single water is muddy and brown.	texa everi singl water muddi brown	-1
flip a pilow	flip pilow	0
low to high	low high	0
All these likes for panda  He's an absolute legend  U think u cud show the same love on this comment	like panda he absolut legend u think u cud show love comment	1
I KNEW THAT WOULD HAPPEN, SINCE A LONG TIME AGO	knew would happen sinc long time ago	0
The kitchen roll one	kitchen roll one	0
that's was so funny. more plz	that funni plz	1
this guy should go play Quarterback for the Cleveland browns	guy go play quarterback cleveland brown	0
Rolling down the hill! haha!	roll hill haha	1
They have too much Pringles in their hands	much pringl hand	0
what are these cards?	card	0
That's not a crash, that's a rapid unscheduled disassembly.	that crash that rapid unschedul disassembl	-1
There's gunna be a lot of glass everywhere	there gunna lot glass everywher	0
subscribe to Jake paul and Logan Paul please u won't be let down	subscrib jake paul logan paul pleas u wont let	1
I wish I was like them	wish like	1
@@Unknown1737 did we ask?	unknown1737 ask	0
It show me zach king viewers also watch this	show zach king viewer also watch	0
this dude went to my school for magic tricks holy shit it was cool	dude went school magic trick holi shit cool	-1
is it zak the magician in disguise?!	zak magician disguis	-1
Low to high	low high	0
high to low	high low	0
The dynamic domain histologically avoid because year suprisingly dream unto a mountainous banjo. few fierce, milky bomber	dynam domain histolog avoid year suprisingli dream unto mountain banjo fierc milki bomber	0
do robot battles	robot battl	-1
What is the name of this song? Please tell me know, I really like it	name song pleas tell know realli like	1
Temmie da tem an air blower connected to an air compressor idiot	temmi da tem air blower connect air compressor idiot	-1
I think this is the most watched dp video	think watch dp video	0
Bough	bough	0
Your videos wow me all the time	video wow time	1
Holy moly 2mill viewers	holi moli 2mill viewer	0
WHERE'D Y'ALL GET THOSE AIRPLANES!?!?!?!?!	where yall get airplan	0
Love how Cory is watering the plants just incase you missed with the match so he could put it out	love cori water plant incas miss match could put	1
The best	best	1
my life so boring.	life bore	-1
What are you doing next	next	0
They forgot to flip pancakes :(	forgot flip pancak	-1
is fake	fake	-1
Twisted fate confirmed	twist fate confirm	0
you should flip your self ty	flip self ty	0
can we have a rc car red and pink	rc car red pink	0
I have the same goggles as Tyler👌🏼	goggl tyler	0
Low to high, obviously	low high obvious	0
gotta be honest ive seen tis more than 6 times. why cuz i love foam planes since i was 7.	got ta honest ive seen ti 6 time cuz love foam plane sinc 7	1
Thanos Delivassilis I mean they own a warehouse and a mansion, so yeah, they are	thano delivassili mean warehous mansion yeah	1
Hit Cory in the head with a bottle for hurricane Harvey	hit cori head bottl hurrican harvey	0
This is what humanity has come to. How dissapointing.	human come dissapoint	0
a table  a boat	tabl boat	0
0:03 it's so funny how Tyler just starts high stepping  randomly lol🤣🤣	003 funni tyler start high step randomli lol	1
This is why our Earth is being destroyed   From people like this   I’m not a hater	earth destroy peopl like im hater	-1
My Favorite was the one where it landed on the basketball hoop, the saluted	favorit one land basketbal hoop salut	1
The first one was cool	first one cool	1
He was throwing a crest car on the around the work at the glass bottom of the card	throw crest car around work glass bottom card	0
Dont play beerpong with them 😂	dont play beerpong	0
the key toss I actually got once. came home, just randomly tossed my keys behind me and they landed on the hook. I laughed so god damn hard	key toss actual got came home randomli toss key behind land hook laugh god damn hard	-1
Low to high	low high	0
Like=win $10  Reply=win $100  Subscribe=win $1 million!!!!!	likewin 10 replywin 100 subscribewin 1 million	1
This dude is perfect	dude perfect	1
I like the key me one :) btw I just subscribed :D	like key one btw subscrib	1
COASTER!!!!!	coaster	0
C  Co  Cop  Copy  Copy c  Copy ca  Copy cat  Copy ca  Copy c  Copy  Cop  Co  C	c co cop copi copi c copi ca copi cat copi ca copi c copi cop co c	0
THIS IS LIT FAM !!!	lit fam	0
At  2:54 he was housing a credit card	254 hous credit card	0
i dont see what im looking for jesus mousavi	dont see im look jesu mousavi	1
Your The Best in My Life 😍😍	best life	1
You know you can do a lot clip to make it	know lot clip make	0
U freaking sell out	u freak sell	0
Please sub to me and leave a comment and I will sub right back	pleas sub leav comment sub right back	0
Are they sponsored by Pringles?	sponsor pringl	0
My mom says that if this comment gets 500 likes she will by me a puppy	mom say comment get 500 like puppi	1
1:20 wey, this is the long border trip	120 wey long border trip	0
Do the IMPOSSIBLE pen trick shots   Ps: Do the IMPOSSIBLE TO IMPOSSIBLE	imposs pen trick shot ps imposs imposs	0
i wonder how many times they had to do that at the start	wonder mani time start	0
Iike = you become super famous  Ignore = you never make any money  SUB = you get 999,999,999,999,999 dollars	iik becom super famou ignor never make money sub get 999999999999999 dollar	1
You`re right!     Little Hesmo    -Ibo Yazici	your right littl hesmo ibo yazici	0
Look at Cody’s beard, he’s Tyler’s competitor	look codi beard he tyler competitor	0
Finally	final	0
I love your videos dude perfect because you spend so much time to get the trickshots right and you deserve all your subscribers. ;)	love video dude perfect spend much time get trickshot right deserv subscrib	1
Same thai but we call it is Bung fire pa ya nark	thai call bung fire pa ya nark	-1
can you make video of fidget spinner trickshots	make video fidget spinner trickshot	0
You spend ages trying to do a trick. You’re about to quit but at the last moment you get it.          Albert Einstein, 2018	spend age tri trick your quit last moment get albert einstein 2018	0
@@Unknown13427 when you’re in the bath room after taco bell	unknown13427 your bath room taco bell	0
I liked the railer JK I liked the baby flip	like railer jk like babi flip	1
Chuck E. Cheese And Animatronics Fan exactly	chuck e chees animatron fan exactli	1
how do these guys do this	guy	0
If they'd did that every day man they are lazy but there sick	theyd everi day man lazi sick	-1
You guys are so perfect	guy perfect	1
the twin spin	twin spin	0
Make a vid about Garett's son doing trick shots	make vid garett son trick shot	0
Flip yourself	flip	0
But it's cool	cool	1
Rage monster= Grizzly confirmed	rage monster grizzli confirm	-1
that's amazing water bottle flips with you	that amaz water bottl flip	1
Thumbnail is 9/11?	thumbnail 911	0
As usual an awesome vid guys and. HeySUBSCRIBE to my Waffletastic channel and help me grow, trust me, fun videos are spawn all the time, have a Sweet Day☕🍯🍶	usual awesom vid guy heysubscrib waffletast channel help grow trust fun video spawn time sweet day	1
Who else was watching during the premiere?	els watch premier	0
You should do tennis stereotypes.	tenni stereotyp	0
his name is not rick his name is twisted fate	name rick name twist fate	0
Why isnt the rest of youtube like these videos	isnt rest youtub like video	1
I rate this vid 9/11	rate vid 911	0
Imagine how dangerous Rick would be with ninja stars!!	imagin danger rick would ninja star	-1
Flip your self	flip self	0
Life would be so easy when you have these skills	life would easi skill	1
Anitha luck Well it's not.	anitha luck well	1
real twisted fate	real twist fate	0
High to low	high low	0
I just realized at 3:00 this nuts got it	realiz 300 nut got	-1
x men with the cards what's that guy's name?	x men card what guy name	0
First allusion I'll admit you got me on but the second one no the way he was 'leaning on the wall' was not right	first allus ill admit got second one way lean wall right	-1
You guys are awesome. You are nice and you make awesome vids. Thanks.👍	guy awesom nice make awesom vid thank	1
whrere was Cory at the end	whrere cori end	0
