CommentTextDisplay	cleanComment	Sentiment
these videos are fake	video fake	-1
cool	cool	1
should of called the first on the floor is lava	call first floor lava	0
These dudes are obnoxious cockbags.	dude obnoxi cockbag	-1
You'd wander how many times they did it trying to do it	youd wander mani time tri	0
Oh my gosh I love you all! I just started watching a few months ago and I've been waiting for your newest vid!	oh gosh love start watch month ago ive wait newest vid	1
Americans are rich and happy  Come to India 🇮🇳 you will how much population is here	american rich happi come india much popul	1
How much money is one of those	much money one	0
They are so much expert in physics	much expert physic	0
He is like the Gambit of the Dude Perfect channel	like gambit dude perfect channel	1
If u are going to send something send something about the video please dude perfect wants to see good comments so please like if u agree	u go send someth send someth video pleas dude perfect want see good comment pleas like u agre	1
POV: you already watched this video but still came back to watch it again	pov alreadi watch video still came back watch	0
I have a comment cobys arm move thats why the airplane ligth the candle	comment cobi arm move that airplan ligth candl	0
I love this channel so much I want to do what you do you have a tip of how it edit better can you guys be my EDITORS that would mean so much to me	love channel much want tip edit better guy editor would mean much	1
That's not a silver bullet it looks like a 50 cal round I'm pretty sure if that was a real bullet it would go for a rail gun not a rocket	that silver bullet look like 50 cal round im pretti sure real bullet would go rail gun rocket	1
Help me if I drown in the comments	help drown comment	0
That bathroom scene :0	bathroom scene 0	0
If there’s one you tuber to bring back a trend, it’s dude perfect	there one tuber bring back trend dude perfect	1
The one with the backpack was edited😢	one backpack edit	0
You tee around the bottle filp	tee around bottl filp	0
this video has more videos than music videos lol	video video music video lol	1
3:52 lol the baby is crying. So cute...! Still did high five	352 lol babi cri cute still high five	1
3:37 Cody’s reaction 😂	337 codi reaction	0
Your bottle flip challenge was awesome.	bottl flip challeng awesom	1
This how many try’s this took.  l  l	mani tri took l l	0
and also Dude Perfect I've always have been a subscriber to the channel thank you for everything	also dude perfect ive alway subscrib channel thank everyth	1
i just saw this giant airplane vid & i found 1 issue.     although i do give 'props' to Ty for making the 'International Swisher'. it however, in my view was a mis due to not being a swish. it was off the backboard.	saw giant airplan vid found 1 issu although give prop ty make intern swisher howev view mi due swish backboard	0
another video of that pls that was amazing	anoth video pl amaz	1
Guess you could say the silver bullet had to much gunpowder	guess could say silver bullet much gunpowd	0
Dude perfect you should do a school stereotypes	dude perfect school stereotyp	1
First one	first one	0
They get it wrong but just keep trying	get wrong keep tri	-1
all they need to be doing is vaping during the trick shots to be mega cancer	need vape trick shot mega cancer	-1
I'm a Twisted Fate player and this is gorgeous	im twist fate player gorgeou	0
High to low	high low	0
Why are they so good at everything ?!	good everyth	1
OMG that was awesome!	omg awesom	1
Where did you get the plane?	get plane	0
The best one is the nickel flip	best one nickel flip	1
They do it too many times but show us only  right time, so they are not perfect dude	mani time show us right time perfect dude	1
Owen is adorable. That's all I've got to say.	owen ador that ive got say	1
I need that golden snitch	need golden snitch	0
Do 4 of July steroitypes but be safe	4 juli steroityp safe	1
Carnival stereotypes would be funny	carniv stereotyp would funni	1
bust bottle over tys head	bust bottl ty head	0
They have to show who's behind the way panda because they hit 20 million subscribers!!!!!!!!!!!!	show who behind way panda hit 20 million subscrib	0
what's the background music background title ?	what background music background titl	0
Do a sandcastle building contest like if you agree	sandcastl build contest like agre	1
Not live likeee 1 or 2 yrs ago	live likee 1 2 yr ago	0
I like the first one and the guy said welcome to the ping pong trick shot 2	like first one guy said welcom ping pong trick shot 2	1
They gonna make lots of money if they made behind the scenes	gon na make lot money made behind scene	0
ANYONE ELSE SAY AWW WOW AFTER EVERY TRICK 😂 ABSOLUTELY AMAZING THANK YOU FOR CHANGING MY BUS TRIP TO WORK 👏🏼👏🏼👏🏼👏🏼	anyon els say aww wow everi trick absolut amaz thank chang bu trip work	1
Hey. I think you guys should do more stereotypes videos.	hey think guy stereotyp video	0
I also thought for Cory it would be either ye the wasp or the queen bee	also thought cori would either ye wasp queen bee	0
one dude t shirt logo Manchester United 🤩🤩😍😍😍	one dude shirt logo manchest unit	1
I am amazed to see this. How are tou alble to do this.	amaz see tou albl	1
Plz make part-3 please	plz make part3 pleas	1
When god gives you fidget spinners...      You make this.	god give fidget spinner make	1
Make a Thumb Chuck trickshots	make thumb chuck trickshot	0
whos watching this in a mansion (me) (and sorry but I'm not flexing)	who watch mansion sorri im flex	-1
White clothing so bad	white cloth bad	-1
Twin pole shot	twin pole shot	0
how did they did that first bump	first bump	0
Its in the description if want to buy 1	descript want buy 1	1
dude perfect where is your building	dude perfect build	1
Yo mama so fat she sat on a cat and made it flat	yo mama fat sat cat made flat	0
high to low	high low	0
Who else thought that coby is dumb because he throwed something but he closed the dishwasher	els thought cobi dumb throw someth close dishwash	-1
what the...		0
i lioved all of them	liov	0
They fliped a nickel	flipe nickel	0
6 minutes video, but you need 60hours to exercise.	6 minut video need 60hour exercis	0
Ty you aren’t a cavige dow	ty arent cavig dow	0
first	first	0
2:52 he threw a credit card not a playing card	252 threw credit card play card	0
Sub to ZoltiphyYT	sub zoltiphyyt	0
Was that a dig at Jake Paul lol?..	dig jake paul lol	1
ty can do all those but he can't use a coaster	ty cant use coaster	0
That guy was super fast 💨	guy super fast	1
I have your games	game	0
2:18 lol hey that how ammo works.	218 lol hey ammo work	1
What		0
Do a all sports battle 2	sport battl 2	-1
Dude perfect.  you. are. good. at.  basketball	dude perfect good basketbal	1
GUYZ PLZ SUB TO ME AND I WILL SUB BACK PLZ	guyz plz sub sub back plz	0
Can anyone sub to my channel it’s lightningbro2000	anyon sub channel lightningbro2000	0
Great video	great video	1
Ultra legend watch on February 2 2021	ultra legend watch februari 2 2021	0
April 8th is the day you made your guises first dude perfect videos 10 years ago!!! Congratulations for almost a decade of making YouTube videos! I hope you do something special for that and thank you for reading this if you did!	april 8th day made guis first dude perfect video 10 year ago congratul almost decad make youtub video hope someth special thank read	1
Anyone else realized that the latter bent at 2:02	anyon els realiz latter bent 202	0
The first part was amazing.	first part amaz	1
The editor video is suipid because the shots they did is fake	editor video suipid shot fake	-1
Can we all just take a moment of silence for the sand castle	take moment silenc sand castl	0
please make a part 3	pleas make part 3	1
The guy that’s trashed talk he dislike	guy that trash talk dislik	-1
can you do rugby trick shots	rugbi trick shot	0
Yeah i'd really like to see the fail compilation	yeah id realli like see fail compil	1
Is it a card or ....	card	0
men you guys are the dudes perfect s	men guy dude perfect	1
U by lot  P nm, C300 QQQ53 ww	u lot p nm c300 qqq53 ww	0
Anyone else find this satisfying in slow motion	anyon els find satisfi slow motion	0
Check 6:02 with subtitles.	check 602 subtitl	0
Tonixpress hey! I met Cody at the beach today! He was so cool	tonixpress hey met codi beach today cool	1
I subscribe the video	subscrib video	0
can I give one machine	give one machin	0
Ok. Who else is gonna go buy one of those planes? 🙋🏻\u200d♂️	ok els gon na go buy one plane u200d	0
Gather some of the best proskaters in the world and do skateboard trick shots! Would definetly love that	gather best proskat world skateboard trick shot would definetli love	1
that one guy hiking in the forest seeing the missle:	one guy hike forest see missl	0
You are the best sport chanel	best sport chanel	1
The shot of the son	shot son	0
Find the difference 😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😁😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀	find differ	0
Will the world ever know who was actually first it just uploaded and bam 172k views jeez i upload and bam 2 views the next day	world ever know actual first upload bam 172k view jeez upload bam 2 view next day	0
+Wilbert Li what is the song ???	wilbert li song	0
3:21 is the only thing we all have the capacity to do.. 😂😂😂	321 thing capac	0
4:40 great but is crashed	440 great crash	1
that was bad	bad	-1
Rick Wife: could you please turn off the lights?    Rick: sure thing! **Pulls out a deck of cards**	rick wife could pleas turn light rick sure thing pull deck card	1
flip your grandmother	flip grandmoth	0
I'm Mr. Bury Me	im mr buri	0
I feel like gar would actually get upset cause Ty didn’t use a coster	feel like gar would actual get upset caus ty didnt use coster	0
could u guys just do a giveaway	could u guy giveaway	0
Make a video one day using a spaceship	make video one day use spaceship	0
Make ping pong trick shots 5 and i think your rockets are too big to catch and the small ones are better for catching	make ping pong trick shot 5 think rocket big catch small one better catch	1
Rip ty's rocket.......	rip ty rocket	0
They should mak a number 3	mak number 3	0
What's the name on the music	what name music	0
Wtf are those cards made of	wtf card made	-1
WTF is with the costumes?	wtf costum	-1
I got the perfect timing, right before ty destroys the castle	got perfect time right ty destroy castl	0
Aiden Bryla Will they see this comment? it's been two years	aiden bryla see comment two year	0
U should do volyball  stereo types	u volybal stereo type	0
I honestly want to grow up to be like the old man in the video! He’s so happy and he looks like he is loving life! 😂😂	honestli want grow like old man video he happi look like love life	1
Yesterday they had 14,000,000 subscribers now today 14,117,000 subscribers see they gain 100,000 subscribers everyday	yesterday 14000000 subscrib today 14117000 subscrib see gain 100000 subscrib everyday	1
3.23 who is panda???	323 panda	0
i think mine is the driving video	think mine drive video	0
ping pong trick shots two Baybeh  -cody 2015-	ping pong trick shot two baybeh codi 2015	0
he is so cute	cute	1
They live the dream	live dream	1
bottle in the bag	bottl bag	0
I love this job to make money😂😂	love job make money	1
What kind of fuckin cards are those?!?!	kind fuckin card	-1
Dude perfect = like   That's amazing = comment below	dude perfect like that amaz comment	1
One likes=One respect for the ladder	one likeson respect ladder	1
Hey guy can I please have the Golden snitch one	hey guy pleas golden snitch one	1
So....How many attempts did you take until you actually got it? Had to be at least over like 20 times.	sohow mani attempt take actual got least like 20 time	1
That's pretty unlike considering he didn't catch it but rather jumped into the scene with the frisbee in his hand.	that pretti unlik consid didnt catch rather jump scene frisbe hand	1
I’m pretty much all of them😂😂😂😂	im pretti much	1
do knife throwing	knife throw	0
Black and orange car is beast	black orang car beast	0
That is my favorite video	favorit video	1
Welcome to the comment section here we have drinks and snacks🍹🍸🥛🍾🍻🍷🥂☕️🥞🍕🍟🍝🎂🍨🍬🍩🥜🥙🍗🌭🌮🍦🍫🍪🥐🥓🍔🌯🍰🍭🍿have a nice day😁😁	welcom comment section drink snackshav nice day	1
Nytrunner I'll be sure to check them out!	nytrunn ill sure check	0
Wow so ep34 was rocket battle 1and ep43 was rocket battle 2 it's just a number change of ep	wow ep34 rocket battl 1and ep43 rocket battl 2 number chang ep	1
When's ping pong trick shots 3?????	when ping pong trick shot 3	0
The joke is that the V2 was a Nazi missile in WW2	joke v2 nazi missil ww2	1
Random   .  ..  .  .  .  .  I thought random comments get more likes	random thought random comment get like	1
It is both low to high and high to low	low high high low	0
Where do you get the plane's I whont one	get plane whont one	0
So sick	sick	-1
This is amazing	amaz	1
But who's filming	who film	0
*When you’re at your friends house and don’t have anything else to do:*	your friend hous dont anyth els	0
The twin shot	twin shot	0
They're always so happy every time they nail a shot because it takes ages to make one	theyr alway happi everi time nail shot take age make one	1
wow very buteful	wow bute	1
Thanks for the wishes about harvey. Keep up the good work boys	thank wish harvey keep good work boy	1
Which of these was your guys favorite and best one that you guys used	guy favorit best one guy use	1
How do you do that with a card?	card	0
Both		0
Where was Pandas rocket?	panda rocket	0
Both		0
Wow... It's amazing	wow amaz	1
Thats awesome	that awesom	1
whe3e do you live dp2	whe3e live dp2	0
4:28 that is very sus 👀	428 su	0
those egos will never cook evenly	ego never cook evenli	0
Love how there all just bigger versions of 0.1	love bigger version 01	1
The sunburn is better for rage monster because he is red	sunburn better rage monster red	0
Another awesome Dude Perfect video!	anoth awesom dude perfect video	1
one of the card are a credit car	one card credit car	0
Those shots were perfect	shot perfect	1
Genji in a nutshell	genji nutshel	0
these trickshots are nothing compared to what they used to do.	trickshot noth compar use	0
You should do a fidget spinner part 2! Like if you agree	fidget spinner part 2 like agre	1
High to low	high low	0
The views and the subcribers doesnt match	view subcrib doesnt match	0
I don't what place.	dont place	0
The best flip was the nickel flip!	best flip nickel flip	1
Sub to me pls	sub pl	0
I've been praying for that ever since it hit	ive pray ever sinc hit	1
omg your very good you must be lucky	omg good must lucki	1
This guy is unbelievable.  Wow.	guy unbeliev wow	1
super cool today's match and it turns out the winner is the yellow one	super cool today match turn winner yellow one	1
wow super cool  i have a game for u u will stay in the car for 24hours do u have a car?	wow super cool game u u stay car 24hour u car	1
This is so fake	fake	-1
Noooo I can't unsee it now	noooo cant unse	0
Can you do another real life strick shots I love those anyone else	anoth real life strick shot love anyon els	1
Try to flip your selves	tri flip selv	0
Can u make a video on u guys having a battle with that thing hat shoots balks rapidly	u make video u guy battl thing hat shoot balk rapidli	-1
Who else think Ty is the man	els think ty man	0
Battle 1: small rockests  Battle 2: large rockets  Battle 3: N.A.S.A	battl 1 small rockest battl 2 larg rocket battl 3 nasa	-1
good luck and tricks	good luck trick	1
What was Garrett’s rocket height	garrett rocket height	0
both		0
How far was Garret’s	far garret	0
Anyone know how to play, pick up 52? 😊	anyon know play pick 52	0
Its both		0
As many as the number of teams Toronto FC did in the Playoffs	mani number team toronto fc playoff	0
Imagine pilots doing this tricks with real planes for passengers as finishing act before landing. I’m paying extra	imagin pilot trick real plane passeng finish act land im pay extra	0
Garrett is glad he did not disqualify himself	garrett glad disqualifi	1
This is one of the best comments I've ever seen	one best comment ive ever seen	1
How can u possible dislike one of their vids ???	u possibl dislik one vid	-1
You guys are the most epic people ever	guy epic peopl ever	0
I like the twin spin	like twin spin	1
How to make that airplane	make airplan	0
4:57 The beat of the music goes with Rick Smith jr throwing cards	457 beat music goe rick smith jr throw card	0
1 on trending, Wow!	1 trend wow	1
Hey its my opinion	hey opinion	0
I want it tooo :O	want tooo	1
I remember watching this video when it only had 100 thousand videos now 175 million views congrats perfect dudes	rememb watch video 100 thousand video 175 million view congrat perfect dude	1
Do a video where y'alls wives do trick shots.	video yall wive trick shot	0
Please do School stereotypes	pleas school stereotyp	1
Did you guys notice that the airplane broke after Coby's trust shot when it just landed 1:53 if it did brake leave a like on my comment	guy notic airplan broke cobi trust shot land 153 brake leav like comment	1
My favourite part is THE RAGE MONSTER . ...Who all likes it	favourit part rage monster like	1
Do you domino rally trick shots	domino ralli trick shot	0
I tried doing it with a glue stick and it works	tri glue stick work	0
The card that he threw at the bottle in the 4 in 1 thing it was like a credit card it's not a normal playing card	card threw bottl 4 1 thing like credit card normal play card	1
This is the true Twisted Fate	true twist fate	1
please Trickshots Summer Edition	pleas trickshot summer edit	1
low 2 high?	low 2 high	0
Now do another fidget spinner video!	anoth fidget spinner video	0
Please do another nerf video	pleas anoth nerf video	1
11 down on the far right 😥	11 far right	0
Cool	cool	1
Something sad happend the day i watched this my friends brother nearly died from  a teribble asma attack he only had 15 mode minutes to live but hes still alive	someth sad happend day watch friend brother nearli die teribbl asma attack 15 mode minut live he still aliv	-1
High speed nutmeg	high speed nutmeg	0
I am probably the biggest dude perfect fan my grandma thinks you guys are hilarious team coby all the way	probabl biggest dude perfect fan grandma think guy hilari team cobi way	1
0:35 his face!!!!!!	035 face	0
Anybody see the purple dot at 5:37	anybodi see purpl dot 537	0
So easy	easi	1
He use credit card or heavy card to break the bottle check the video again....	use credit card heavi card break bottl check video	0
can’t what for christmas steriostypes	cant christma steriostyp	0
Who cares if they didn't do anything, they're making a shit ton of money	care didnt anyth theyr make shit ton money	-1
they flipped a nickel!	flip nickel	0
i hope this guy's agent gets him an audition for the Gambit movie	hope guy agent get audit gambit movi	1
theliryx it doesn't mean he's a liar	theliryx doesnt mean he liar	-1
this is sick	sick	-1
Cody admires his shot the hole time	codi admir shot hole time	1
Those are gliders not airplanes, airplanes have mainly used motors	glider airplan airplan mainli use motor	0
C'mon guys,leave some girls for the rest of us	cmon guysleav girl rest us	-1
FAKE!!!!	fake	-1
the lader almost broke when ty flipped it	lader almost broke ty flip	-1
I flipped an empty cup and I didn't expect it 😅😅😅🙂	flip empti cup didnt expect	-1
this is the worst video I've ever seen	worst video ive ever seen	-1
Flip tical solutions suck	flip tical solut suck	-1
9/11 was a better trickshot😒	911 better trickshot	1
Flip tAble	flip tabl	0
basketball..football...fidget spinner  sounds ok but cards!!!!!!!!!!!!!God damn no wonder they get millions of views	basketballfootballfidget spinner sound ok cardsgod damn wonder get million view	-1
Mine was last one i love you videos pound it noggins	mine last one love video pound noggin	1
Rocket battle 3 please dp	rocket battl 3 pleas dp	0
This is the best channel from all over the world :)❤	best channel world	1
Are those first shots or you try and try the trick until it goes in ?	first shot tri tri trick goe	0
Low to High	low high	0
low to high	low high	0
High to low and low to high	high low low high	0
You guys are so talented and good	guy talent good	1
I also need 1	also need 1	0
i love Cody hes so funny and Cory	love codi he funni cori	1
It is Fake	fake	-1
Find the difference.   😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀🙂😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀	find differ	0
Meet me there plsssssssssssssssss	meet plsssssssssssssssss	0
At 5:37 who saw the purple thing ???	537 saw purpl thing	0
Which song is played in background	song play background	0
Fund a bitcoin?????	fund bitcoin	0
Next thing you know these people are throwing warheads on these things	next thing know peopl throw warhead thing	0
High to low then low to high	high low low high	0
0:42 this guy talks to much	042 guy talk much	0
After 4 years.... who here in 2021?  👇	4 year 2021	0
And my cousin is a surfer	cousin surfer	0
I call this one the 9/11!	call one 911	0
how the flip did he do that first one	flip first one	0
Lol the couch legs broke when he flipped it XDD	lol couch leg broke flip xdd	1
stood by chance	stood chanc	1
That first one thow was sick!!!!!! And they barely made.	first one thow sick bare made	-1
I am the pool guy	pool guy	0
Wow. Not only are the the gayest group of dudes but you film it lol.   Fam? Hahahahahah tools.	wow gayest group dude film lol fam hahahahahah tool	1
How do you manage the budget	manag budget	0
Both		0
SIM E CLARO	sim e claro	0
He flipped a couch???😐😐😐😐😐😐🤓🤓🤓👍👍👍👍👍	flip couch	0
you can next film with slime	next film slime	0
6:38 anyone see the blue fire	638 anyon see blue fire	-1
can't believe this was 3 years ago e.e	cant believ 3 year ago ee	0
2:23  did he put real gun powder in the rocket?	223 put real gun powder rocket	-1
WHAT THE FLIP	flip	0
I love Owen's trick shot	love owen trick shot	1
Always perfect !!	alway perfect	1
DUDE PERFECT MY FRIEND LIVES IN TEXAS HOUSTON  BUT HE almost died from  the tornada	dude perfect friend live texa houston almost die tornada	1
Cool	cool	1
Don’t you love how I’m the out to ty is still sunburned	dont love im ty still sunburn	1
guys can you do a soocer tricshots	guy soocer tricshot	0
The Three Muffinteers HOHOHOOGOHHOH NICE ONE	three muffint hohohoogohhoh nice one	1
They should do fressbe trick shots	fressb trick shot	0
who think's that this guy is unbelievable leave a like	think guy unbeliev leav like	0
Flip a toothpick😂	flip toothpick	0
Low to high	low high	0
Coby was great	cobi great	1
high to low!	high low	0
How the hell	hell	-1
Yes if your a good card thower like rick	ye good card thower like rick	1
Also, realize how the Dude Perfect team did none of the trick shots, because they were too hard!	also realiz dude perfect team none trick shot hard	1
I enjoy this video... 🖒nice Dude	enjoy video nice dude	1
I thought this was a bottle flip video to start of with	thought bottl flip video start	0
Low to High	low high	0
Low to high	low high	0
Tyler u do the Triple BackFlip is not double BackFlip	tyler u tripl backflip doubl backflip	0
Omg he did these tricks at my school today!!!!!!!!!it was LIt 🔥😆🖤	omg trick school todayit lit	0
+William Jones I know. I was trying to be funny	william jone know tri funni	1
They flipped A Nickel!	flip nickel	0
That was easy to find	easi find	1
Guys subscribe to cater sharer	guy subscrib cater sharer	0
You guys are so cool	guy cool	1
The first one	first one	0
right man the indian style is sweaty	right man indian style sweati	0
I'm late 5 years😔	im late 5 year	0
Dont read my profile picture no u just want likes lol	dont read profil pictur u want like lol	1
It would of tacking them a few times to do that stuff.    But it is real	would tack time stuff real	0
When is the dude perfect ladder coming out?	dude perfect ladder come	1
Jbyrd lottery is mad that he can't figure out how they did it 🤔🤔🤔	jbyrd lotteri mad cant figur	-1
low to high ^^	low high	0
High to low	high low	0
3 billion views well deserved	3 billion view well deserv	0
Do something with athletics	someth athlet	0
That is the best bottle flipping	best bottl flip	1
Anyone else noticed the denied high five at 5:02	anyon els notic deni high five 502	-1
your life will be very playful and awesome	life play awesom	1
Do Christmas Stereotypes ! It would be awsm dude !	christma stereotyp would awsm dude	0
Favorite shot was garrets sons shot	favorit shot garret son shot	1
Your tell me this got 300 mil	tell got 300 mil	0
yes!!!! yay!!!! wooooow!!!!! yahhhh!!!!! aaahhhh!!! *Fistpump. This isn't retarded, not at all.	ye yay wooooow yahhhh aaahhhh fistpump isnt retard	-1
how much time do you spend on one video	much time spend one video	0
If you put salt in the water	put salt water	0
Don’t throw knives, kids	dont throw knive kid	0
tricks with Soccer !!!	trick soccer	0
Me: wants to play their game    Dude perfect: let’s make it not available in Britain	want play game dude perfect let make avail britain	1
Anyone 2019? No? I can’t say I’m surprised...	anyon 2019 cant say im surpris	-1
And the poor sofa,😂😂😂	poor sofa	-1
Dude is a perfect	dude perfect	1
TR GaMinG where in the video I am intrigued	tr game video intrigu	0
Where can I buy this ..I need one	buy need one	0
Where is the polish subs guys?	polish sub guy	0
That's a closet.... it's really honestly a freaking room	that closet realli honestli freak room	0
High to Low	high low	0
they have they own fidget spinners where to get em	fidget spinner get em	0
I have that spinner	spinner	0
Tell me how u do this!!!?!? 😧	tell u	0
Its the high to low then the low to high	high low low high	0
first	first	0
Cringey yet cool	cringey yet cool	1
it's ty to the how	ty	0
0:45  ...that could've ended badly	045 couldv end badli	-1
The best flips in the world!!!!! PERFECT!!!!!!!!	best flip world perfect	1
This has more views than an average music video	view averag music video	0
You start a series and call it  rocket science	start seri call rocket scienc	0
I Love ❤️ was your day	love day	1
Worst part picking up cards 0:42	worst part pick card 042	-1
waiting for another face of	wait anoth face	0
Guys put a thumbs up if there a gangster	guy put thumb gangster	0
@@Unknown21442 yes brother we will win this war oh yeah yeah oh yeah yeah	unknown21442 ye brother win war oh yeah yeah oh yeah yeah	1
The twin spin	twin spin	0
Wanna see good ping pong trickshots then look over here on my page	wan na see good ping pong trickshot look page	1
sick epic  amazing 😯	sick epic amaz	1
Cool  shot	cool shot	1
Hello my name is qetimporta	hello name qetimporta	0
:kid'I hate School'                       10 years later    'Hi Welcome to wendys may I tale your order'	kidi hate school 10 year later hi welcom wendi may tale order	-1
HatTricks would have been a great song for this episode, too bad u already used it	hattrick would great song episod bad u alreadi use	0
One of the best dude's  perfect episode's	one best dude perfect episod	1
High to low and low to high	high low low high	0
I need that car...😭😭😭	need car	0
OMG I LIVE LIKE 30 MINUTES AWAY FROM THERE!!!!!!	omg live like 30 minut away	1
Whats up with the blue water??	what blue water	0
High to low	high low	0
Twisted Fate IRL	twist fate irl	0
Were you coding??  (I hope it’s not going to kill us)  3:49	code hope go kill us 349	-1
I caused that hurricane	caus hurrican	0
That's so fake	that fake	-1
What are the the odds of that first one	odd first one	0
What's happening with Ty's hairline? Oh and AMAZING sandcastle guys, WOW!	what happen ty hairlin oh amaz sandcastl guy wow	1
Wow Gambit!. you really took to this suburban life.	wow gambit realli took suburban life	1
So excited for all sports battle next week!!	excit sport battl next week	1
Can I ask how a card can break glass 	ask card break glass	0
I am not sure that this is even real.When the bottle is deposited on the surface it seemed like it has been attracted like a magnet!!!	sure even realwhen bottl deposit surfac seem like attract like magnet	1
Ty!!! Coaster        Read more	ty coaster read	0
Dude Perfect should go on America’s Got Talent.	dude perfect go america got talent	1
My favorite sport is Basketball.  Also, nice vid.	favorit sport basketbal also nice vid	1
Dude perfect in the Iran and America war belike	dude perfect iran america war belik	1
I love bottle flip yeah	love bottl flip yeah	1
Who is watching in May 2019?☝️	watch may 2019	0
Cory : how do you i never see it coming?!   Also cory : literally closed his eyes 10 sec. ago	cori never see come also cori liter close eye 10 sec ago	0
because it checks you in	check	0
Twisted fate	twist fate	0
Ty Rocket is like Elon musk first lunch	ty rocket like elon musk first lunch	1
School or trend steroeo types	school trend steroeo type	0
I think my favourite shot was the twin shorts	think favourit shot twin short	1
It was awesome	awesom	1
U should flip a MASSIVE WATER BOTTLE off a roof	u flip massiv water bottl roof	0
That red rocket is sooo fast bro	red rocket sooo fast bro	0
Ninja card, hero magic card , awesome,	ninja card hero magic card awesom	1
baths son's trick	bath son trick	0
how am i just seeing this now?!	see	0
You should flip a pizza	flip pizza	0
(Don't like it, no hate, sorry bro)	dont like hate sorri bro	-1
The only thing faster than usain bolt is a dp trick shot  naming brain storm session	thing faster usain bolt dp trick shot name brain storm session	0
Do you know why they say yaa and stuff because they did it many times and 1st try they did it now there happy :)	know say yaa stuff mani time 1st tri happi	1
they are so good at stuff	good stuff	1
I wanna know how many times it took them to perfect this	wan na know mani time took perfect	1
How many replies can i get?	mani repli get	0
Perfect......	perfect	1
Yeah. They slow it down to show the card throw so obivously.	yeah slow show card throw obiv	1
You guys haven't done a table tennis trick shot!!	guy havent done tabl tenni trick shot	0
This challenge was flat libeling you guys just revived it	challeng flat libel guy reviv	-1
Everything	everyth	0
Rick: I hope I don’t split his melons  Me: ayo!!!!	rick hope dont split melon ayo	1
All the guy with the blond hair did the entire video was throw them at things like try an actually trick plz (I forgot his name)	guy blond hair entir video throw thing like tri actual trick plz forgot name	1
congrats on having a Nickelodeon show	congrat nickelodeon show	1
this is a How To guide to get cancer.	guid get cancer	-1
Or tackle football stereotypes	tackl footbal stereotyp	0
Change your profile picture.	chang profil pictur	0
Lol Cody’s beard tho	lol codi beard tho	1
you are really perfect	realli perfect	1
He's the one and only Gambit xDD	he one gambit xdd	0
Cool	cool	1
Who's here before the first million?	who first million	0
High low low high	high low low high	0
Yo I have some rockets that can get over 40,000ft	yo rocket get 40000ft	0
If your smart like this if your dumb past by	smart like dumb past	0
this guy is some kind of a superhero	guy kind superhero	0
I think it's high to low	think high low	0
The silver bullet explosion reminds me of Apollo 1	silver bullet explos remind apollo 1	0
Omg dude perfect!! You have more subs then DanTDM!!!!	omg dude perfect sub dantdm	1
dude perfect you should do arm wrestling compatition	dude perfect arm wrestl compatit	1
in the netherlands we got brown water	netherland got brown water	0
it was very funny to see tys rocket explode he had too much confidence	funni see ty rocket explod much confid	1
Video editing at its best. !	video edit best	1
I miss the hat throw at the end	miss hat throw end	-1
Pause the vid at 0:35 and look at Rick's face	paus vid 035 look rick face	0
Out of all the channels I have seen, this one is by far the best.	channel seen one far best	1
😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎 DUDE PERFECT COOOOOOOOL😄😄😄	dude perfect cooooooool	1
Now we know how dangerous Kaiba really was :O	know danger kaiba realli	-1
everyone go watch KID PERFECT6663 videos are flawless	everyon go watch kid perfect6663 video flawless	1
Did you guys built that sand castle??? It was an absolute stunner	guy built sand castl absolut stunner	0
Yeah me too I don't know..  why i wanna know this but ..... yeah 💁🏻🙆🏻	yeah dont know wan na know yeah	1
How can i get one like this	get one like	1
Dude Perfect editors could you use the song Valesco - Cloud 9?? Its perfect for what type of music you use! :)	dude perfect editor could use song valesco cloud 9 perfect type music use	1
6:14who saw the rainbow??	614who saw rainbow	0
There so FAKE!!!!	fake	-1
